Id,Frame,Time,Probability,FaceX0,FaceY0,FaceWidth,FaceHeight,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,AU1 Inner Brow Raise,AU2 Outer Brow Raise,AU4 Brow Lowerer,AU5 Upper Lid Raise,AU6 Cheek Raise,AU7 Lids Tight,AU9 Nose Wrinkle,AU10 Upper Lip Raiser,AU11 Nasolabial Furrow Deepener,AU12 Lip Corner Puller,AU14 Dimpler,AU15 Lip Corner Depressor,AU16 Lower Lip Depress,AU17 Chin Raiser,AU18 Lip Pucker,AU19 Tongue Show,AU20 Lip Stretch,AU22 Lip Funneler,AU23 Lip Tightener,AU24 Lip Presser,AU25 Lips Part,AU26 Jaw Drop,AU27 Mouth Stretch,AU28 Lips Suck,AU32 Bite,AU34 Puff,AU37 Lip Wipe,AU38 Nostril Dilate,AU43 Eye Closure,AU53 Head Up,AU54 Head Down,Hand over Mouth,Hand over Eyes,Hand over Forehead,Hand over Face,Hand touching Face / Head,Beaming,Biting lip,Cheering,Cringe,Cry,Eyes closed,Face in hands,Frown,Gasp,Glare,Glaring,Grimace,Grin,Jaw drop,Laugh,Licking lip,Pout,Scowl,Smile,Smirk,Snarl,Squint,Sulking,Tongue out,Wide-eyed,Wince,Wrinkled nose
face_0,0,0.0,0.999971866607666,1310.0421142578125,346.6971130371094,199.06005859375,277.9792785644531,0.18000446259975433,0.20065201818943024,0.0757904127240181,0.897814154624939,0.014534123241901398,0.04057595878839493,0.0890338271856308,0.1533377766609192,0.052237752825021744,0.1910289227962494,0.10349828004837036,0.04477430880069733,0.07659335434436798,0.044260989874601364,0.27136510610580444,0.03332286700606346,0.04060504585504532,0.0429658405482769,0.019636543467640877,0.04472468048334122,0.05063513666391373,0.2135864645242691,0.06408675760030746,0.023001499474048615,0.08344326913356781,0.01991073414683342,0.5859552621841431,0.03172753378748894,0.0180356502532959,0.021656544879078865,0.384747713804245,0.8939098715782166,0.37874680757522583,0.06190428510308266,0.03260350227355957,0.13188448548316956,0.09324249625205994,0.12525047361850739,0.06743568181991577,0.026018956676125526,0.3983708918094635,0.04537075385451317,0.021936945617198944,0.023291252553462982,0.05705733224749565,0.06056331843137741,0.04739191010594368,0.11869113892316818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_1,0,0.0,0.9999116659164429,833.8602294921875,357.3992919921875,194.751953125,270.07452392578125,0.17645998299121857,0.1760166883468628,0.07769627869129181,0.5982143878936768,0.045393459498882294,0.10776624828577042,0.11719423532485962,0.22817778587341309,0.1054484099149704,0.20797476172447205,0.1725354939699173,0.08808715641498566,0.2432091385126114,0.09929846972227097,0.209518700838089,0.04492376744747162,0.06570170074701309,0.10788160562515259,0.07221244275569916,0.12423709034919739,0.14898009598255157,0.12910078465938568,0.09373906254768372,0.051734425127506256,0.09692617505788803,0.03407696634531021,0.38051727414131165,0.09775909781455994,0.03813549131155014,0.059120096266269684,0.39463210105895996,0.5890160799026489,0.2882874608039856,0.06335074454545975,0.08332237601280212,0.10962159186601639,0.12915204465389252,0.09812252223491669,0.07110317051410675,0.07348337769508362,0.2837648093700409,0.06441181153059006,0.03920232504606247,0.058336514979600906,0.074980229139328,0.06321950256824493,0.07219076156616211,0.0911073088645935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_2,0,0.0,0.9999539852142334,1636.6231689453125,348.2127990722656,190.2840576171875,270.2028503417969,0.22869610786437988,0.24910442531108856,0.10550147294998169,0.7828807830810547,0.011067405343055725,0.04016147553920746,0.0781804770231247,0.18748058378696442,0.07739315181970596,0.28703299164772034,0.16733863949775696,0.0750025287270546,0.08491937071084976,0.057171840220689774,0.3097474277019501,0.06117386370897293,0.052530817687511444,0.04275480657815933,0.018379852175712585,0.03505753353238106,0.06539136916399002,0.14526957273483276,0.06224832683801651,0.01863454282283783,0.1076039969921112,0.026356440037488937,0.4419878423213959,0.024632614105939865,0.018673108890652657,0.01336912252008915,0.5210224390029907,0.767488956451416,0.432903528213501,0.07136973738670349,0.019488569349050522,0.13146421313285828,0.09323059022426605,0.10887446999549866,0.11136449873447418,0.021494349464774132,0.43681952357292175,0.09290202707052231,0.023113219067454338,0.01614549197256565,0.03582332283258438,0.06537487357854843,0.049201104789972305,0.08856149017810822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_3,0,0.0,0.9999498128890991,468.4864196777344,328.21722412109375,154.57180786132812,226.89508056640625,0.13478399813175201,0.14237172901630402,0.05885425955057144,0.783098578453064,0.06049613282084465,0.06499328464269638,0.08179972320795059,0.1608332097530365,0.052663471549749374,0.13870742917060852,0.09229551255702972,0.03880614787340164,0.10843182355165482,0.07611822336912155,0.21832583844661713,0.03103981725871563,0.06371930986642838,0.07006324827671051,0.054386939853429794,0.08625345677137375,0.06616144627332687,0.2310970425605774,0.06446695327758789,0.04106331616640091,0.06708008050918579,0.02456955425441265,0.5983948707580566,0.056472718715667725,0.0230517890304327,0.043206922709941864,0.29573923349380493,0.8020813465118408,0.282611608505249,0.052326396107673645,0.08536262810230255,0.16433250904083252,0.0900626853108406,0.10746025294065475,0.04587205499410629,0.04515380412340164,0.35170838236808777,0.03982517495751381,0.02462632581591606,0.03690105304121971,0.05753381550312042,0.05034393072128296,0.048883404582738876,0.1847781389951706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_4,0,0.0,0.9988265633583069,76.04133605957031,424.36529541015625,124.95466613769531,167.46844482421875,0.10093079507350922,0.12977422773838043,0.0437130331993103,0.7919812202453613,0.05569292604923248,0.07791981101036072,0.07411270588636398,0.13344722986221313,0.0484907440841198,0.10378501564264297,0.05981295555830002,0.029354514554142952,0.07686156779527664,0.048549626022577286,0.18871667981147766,0.02923445776104927,0.045455265790224075,0.08443255722522736,0.044833164662122726,0.13633978366851807,0.04619499668478966,0.31375932693481445,0.08676738291978836,0.06693995743989944,0.05692075937986374,0.016986863687634468,0.6174340844154358,0.0818275511264801,0.03614617511630058,0.06116490066051483,0.19209133088588715,0.7955521941184998,0.2973000407218933,0.05760829150676727,0.22232551872730255,0.12982392311096191,0.08848275244235992,0.12890878319740295,0.04794333502650261,0.1031382754445076,0.3553679585456848,0.04386768117547035,0.037331316620111465,0.037598855793476105,0.05249343439936638,0.04737456142902374,0.06995906680822372,0.17903269827365875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_2,20,0.3333333333333333,0.9999237060546875,1634.835205078125,349.26361083984375,190.7161865234375,278.16510009765625,0.22725534439086914,0.25211572647094727,0.09722393751144409,0.8356600403785706,0.011087290942668915,0.03915124386548996,0.08894427120685577,0.16743145883083344,0.061660800129175186,0.23601411283016205,0.13654901087284088,0.06480364501476288,0.07946992665529251,0.049467168748378754,0.29191160202026367,0.048492275178432465,0.046012990176677704,0.039446260780096054,0.01704026758670807,0.03593722730875015,0.0583205446600914,0.1702999472618103,0.062355972826480865,0.01849435083568096,0.10070852190256119,0.02376159466803074,0.5043081045150757,0.02635207772254944,0.01767074689269066,0.015446951612830162,0.47733816504478455,0.8327745795249939,0.44281497597694397,0.06964751332998276,0.021265797317028046,0.1312568485736847,0.09670040011405945,0.11314045637845993,0.09959016740322113,0.020560258999466896,0.4205085039138794,0.07077299803495407,0.022071335464715958,0.017883658409118652,0.043253276497125626,0.06193199008703232,0.04475376754999161,0.09877429157495499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_1,20,0.3333333333333333,0.9999947547912598,832.2922973632812,354.9054870605469,197.85528564453125,266.2590026855469,0.13407465815544128,0.11710348725318909,0.07256561517715454,0.35355523228645325,0.07456009835004807,0.1520988792181015,0.10918314009904861,0.2947939336299896,0.18274788558483124,0.24497009813785553,0.26290464401245117,0.1342383176088333,0.4195162355899811,0.17621856927871704,0.1563233882188797,0.0599951297044754,0.09013205766677856,0.17837770283222198,0.14354977011680603,0.16732823848724365,0.27193716168403625,0.0689043328166008,0.11509816348552704,0.06541881710290909,0.10152086615562439,0.04641227424144745,0.2048211395740509,0.11548489332199097,0.05375073105096817,0.06850457936525345,0.3738328218460083,0.2877809703350067,0.1722210943698883,0.05599265545606613,0.090924471616745,0.08440025895833969,0.14359420537948608,0.07462012767791748,0.06355463713407516,0.09067782014608383,0.19582071900367737,0.08532175421714783,0.05538145452737808,0.07875747978687286,0.07030981034040451,0.06194344907999039,0.10355927795171738,0.05853283777832985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,20,0.3333333333333333,0.9997524619102478,1310.3240966796875,366.6974792480469,195.463623046875,265.0793762207031,0.195590078830719,0.23777467012405396,0.07967401295900345,0.8763241767883301,0.015858374536037445,0.045928873121738434,0.08359772711992264,0.1621701568365097,0.057702962309122086,0.20451679825782776,0.1073436290025711,0.050307635217905045,0.0825817659497261,0.04891028255224228,0.28747880458831787,0.034900832921266556,0.04114764928817749,0.0520828440785408,0.022868769243359566,0.05364976450800896,0.056723445653915405,0.1968298703432083,0.07962591201066971,0.0280061773955822,0.0856986716389656,0.021734867244958878,0.5417369604110718,0.03404480218887329,0.02303827926516533,0.021647552028298378,0.38326317071914673,0.881131649017334,0.461448073387146,0.07056905329227448,0.043324243277311325,0.13249735534191132,0.09622399508953094,0.13137711584568024,0.08674177527427673,0.03568320348858833,0.4143267273902893,0.05134134367108345,0.02903960458934307,0.021925698965787888,0.047280337661504745,0.06455980986356735,0.053494371473789215,0.10982610285282135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_3,20,0.3333333333333333,0.9999080896377563,459.0718688964844,319.9673767089844,154.16336059570312,229.70578002929688,0.14150676131248474,0.15446540713310242,0.06061152368783951,0.8310166597366333,0.048475231975317,0.05733295530080795,0.07922462373971939,0.15384326875209808,0.04943295568227768,0.1422147899866104,0.0864616110920906,0.03630609065294266,0.09267454594373703,0.06693517416715622,0.23336155712604523,0.02979864925146103,0.05748425051569939,0.06063448265194893,0.04439010098576546,0.07484020292758942,0.05714543163776398,0.24560678005218506,0.060787685215473175,0.03616887331008911,0.0673319399356842,0.02275398187339306,0.6302267909049988,0.04915573075413704,0.02083071693778038,0.03721287474036217,0.30245837569236755,0.8581247329711914,0.3119949996471405,0.05350297689437866,0.07353733479976654,0.1651887744665146,0.08566867560148239,0.11156140267848969,0.04859958216547966,0.03906795755028725,0.3761780858039856,0.039614513516426086,0.02284899726510048,0.031809307634830475,0.05428382009267807,0.050123922526836395,0.046268031001091,0.18318459391593933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_4,20,0.3333333333333333,0.9999576807022095,80.49790954589844,429.6629943847656,130.91799926757812,169.00302124023438,0.11252017319202423,0.14374980330467224,0.047149788588285446,0.8149101734161377,0.04826857149600983,0.08109310269355774,0.08825944364070892,0.14109787344932556,0.05440186709165573,0.10509287565946579,0.06145821139216423,0.032745279371738434,0.08001181483268738,0.04658607393503189,0.18831518292427063,0.030005358159542084,0.042947907000780106,0.08703314512968063,0.040760189294815063,0.13098253309726715,0.04892339929938316,0.32101619243621826,0.10252700001001358,0.05950618535280228,0.06137365475296974,0.01750735566020012,0.6251611113548279,0.07932600378990173,0.0372505709528923,0.06053078919649124,0.20111620426177979,0.7991430163383484,0.32297033071517944,0.0589558482170105,0.17929434776306152,0.12341375648975372,0.10093188285827637,0.13899654150009155,0.05628998950123787,0.08809196203947067,0.3536088466644287,0.046302344650030136,0.04193659871816635,0.04200633242726326,0.06464527547359467,0.04718918353319168,0.07733341306447983,0.16818460822105408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
